zcta,revenue_all_apr2020,revenue_all_jul2020
46394,-.462,-.231
46405,-.0052,.00853
46408,-.457,.0423
46410,-.453,.422
46514,-.368,.321
46516,-.647,-.0277
46517,-.336,.497
46526,-.119,.292
46530,-.39,.199
46540,-.174,.678
46544,-.0237,.321
46545,-.267,.386
46561,.386,1.06
46563,-.67,-.154
46580,-.442,.0326
46582,-.747,-.885
46601,-.661,.0909
46614,.317,.462
46615,.0715,.599
46619,-.164,.627
46628,.386,.768
46635,-.057,-.19
46637,-.212,.151
46703,-.701,-.911
46706,.26,.104
46714,-.916,.443
46725,.386,-.911
46738,.18,.519
46750,-.979,1.41
46774,-.249,.591
46777,.386,.166
46802,-.369,-.273
46803,-.358,-.0559
46804,-.733,-.387
46805,-.541,-.119
46806,-.243,-.266
46808,-.101,.48
46809,.386,1.47
46815,-.604,-.268
46818,-.46,.0322
46825,-.608,-.469
46835,-.118,.312
46845,-.319,.544
46901,-.486,.0395
46902,-.559,.132
46947,.288,-.911
46952,-.493,-.0337
46953,-.637,-.264
47001,-.677,1.47
47006,.386,.628
47025,-.979,1.47
47111,-.112,-.0646
47112,-.889,1.47
47129,-.519,-.226
47130,-.0643,.622
47150,-.511,.114
47172,-.27,.0566
47201,-.591,.315
47203,-.599,-.558
47240,-.668,.52
47250,-.882,.452
47265,-.503,-.11
47274,-.17,.106
47302,-.0206,.862
47303,-.758,-.0495
47304,-.97,-.0179
47305,-.671,.125
47330,-.884,.535
47334,-.979,.14
47356,.,-.911
47362,-.413,-.425
47374,-.554,.129
47394,.386,1.47
47401,-.979,-.0477
47403,-.979,.025
47404,-.979,-.23
47405,-.295,.623
47408,-.979,-.419
47501,-.285,.0747
47546,-.201,-.48
47591,-.62,-.258
47639,.386,-.282
47670,-.516,-.438
47708,-.637,-.413
47710,-.5,-.469
47711,-.092,-.759
47712,-.441,-.0563
47713,-.307,-.0185
47714,-.288,.128
47715,-.426,.924
47720,-.181,-.277
47725,-.09,-.14
47802,-.774,-.0462
47803,-.88,-.072
47805,-.732,.521
47807,-.979,-.257
47809,-.912,-.0328
47901,-.437,.0508
47904,-.436,.351
47905,-.563,-.0339
47906,-.614,-.336
47909,-.501,-.111
47933,-.686,-.538
47960,-.47,-.257
47978,-.401,.0745
48005,-.965,-.631
48009,-.678,-.552
48015,-.815,.487
48017,-.374,-.396
48021,-.53,.428
48023,-.471,.613
48025,-.667,.806
48026,-.339,.0751
48030,-.445,.0421
48033,-.756,-.163
48034,-.669,.191
48035,-.573,-.207
48036,-.341,-.195
48038,-.751,.397
48042,-.57,-.386
48043,-.425,.332
48044,-.711,-.251
48045,-.641,.0379
48047,.,.11
48051,-.3,.0605
48059,-.551,-.626
48060,-.484,-.364
48062,-.553,-.208
48065,.,.33
48066,-.79,.113
48067,-.708,.0484
48071,-.529,-.143
48072,-.625,-.418
48073,-.614,.406
48075,-.599,.427
48076,-.576,.185
48079,-.666,-.911
48080,-.668,-.164
48082,-.608,-.18
48083,-.725,.0895
48084,-.68,-.387
48085,-.228,.149
48088,-.681,-.0422
48089,.25,1.35
48091,-.541,.0784
48092,-.67,.292
48093,-.684,-.137
48094,-.884,-.23
48098,-.51,-.305
48101,-.655,.474
48103,-.598,-.126
48104,-.716,-.799
48105,-.55,-.2
48108,-.8,-.165
48111,-.0538,-.00911
48114,-.632,-.469
48116,-.629,-.207
48118,-.743,-.911
48122,-.477,.334
48124,-.658,.216
48126,-.522,.679
48127,-.414,.328
48128,.218,.699
48130,-.674,-.112
48134,-.0521,.74
48135,-.47,.143
48141,-.326,1.07
48144,-.257,-.187
48146,-.24,.296
48150,-.481,.558
48152,-.587,.604
48154,-.635,.139
48160,-.346,-.337
48161,-.526,-.468
48162,-.357,-.0958
48165,-.606,1.27
48167,-.503,.315
48170,-.583,.348
48174,-.704,-.057
48176,-.606,-.229
48178,-.447,-.0484
48180,-.488,.427
48182,-.421,.294
48183,-.397,.597
48184,-.601,.391
48185,-.628,.333
48186,-.155,.0018
48187,-.411,-.0608
48188,.,.304
48189,-.412,-.357
48192,-.509,.113
48193,-.308,.564
48195,-.698,-.106
48197,-.302,-.351
48198,-.444,.384
48201,-.638,-.111
48202,-.248,-.0647
48203,-.518,.604
48205,-.486,1.14
48207,-.498,.207
48208,.256,1.35
48209,-.709,.749
48210,-.505,.404
48212,-.376,.52
48216,-.712,.0891
48219,-.518,.651
48220,-.464,-.285
48221,-.51,.207
48224,-.0585,.567
48226,-.718,.802
48227,-.679,.316
48228,-.532,.798
48230,-.162,.494
48234,-.745,1.47
48235,-.0601,.148
48236,-.401,.404
48237,-.576,.27
48238,.,.802
48239,-.628,.228
48240,-.397,.178
48242,-.824,.114
48243,-.787,.746
48301,-.375,.138
48302,-.542,.285
48304,-.457,-.539
48306,-.681,-.424
48307,-.198,.191
48309,-.623,.163
48310,-.671,-.319
48312,-.656,.066
48313,-.849,.948
48314,-.457,-.259
48315,-.791,.0235
48316,-.566,-.0304
48317,-.577,.675
48320,-.529,-.252
48322,-.677,-.0258
48326,-.509,-.106
48327,-.58,-.238
48328,-.327,.769
48329,-.673,1.24
48334,-.521,.0963
48335,-.602,-.409
48336,-.268,.392
48340,-.373,-.191
48341,-.948,-.117
48346,-.538,-.399
48348,-.671,-.302
48353,-.772,-.143
48357,-.504,-.243
48360,-.202,.0725
48362,-.766,.0954
48371,-.546,.135
48375,-.374,4.66e-10
48377,-.779,.191
48381,-.756,-.34
48382,-.891,-.592
48386,-.394,-.04
48390,-.159,.336
48393,-.589,-.277
48415,-.264,.931
48423,-.607,-.346
48430,-.552,.221
48433,-.51,-.44
48439,-.551,-.357
48442,-.884,-.295
48446,-.277,1.02
48451,-.486,-.184
48455,-.569,1.06
48458,-.174,-.423
48462,-.597,-.0495
48473,-.593,-.313
48503,-.45,.628
48504,-.391,.808
48505,.116,1.08
48506,.,.519
48507,-.687,.586
48532,-.693,-.133
48601,-.383,.864
48602,-.668,.047
48603,-.427,.15
48604,-.735,.472
48617,-.187,.716
48623,-.409,.197
48625,.101,.84
48629,-.516,.646
48640,-.313,-.105
48642,.,.00375
48706,-.0357,.321
48708,-.131,.187
48723,-.12,.693
48734,-.59,.186
48768,-.499,1.47
48801,-.227,.218
48813,-.658,.519
48820,-.698,.2
48823,-.585,-.911
48836,-.438,.228
48837,-.141,.771
48838,-.106,1.31
48843,-.589,-.0668
48846,-.725,-.109
48854,-.523,-.11
48858,-.312,-.0897
48864,-.532,-.489
48867,-.412,.266
48879,-.558,1.24
48884,.227,1.23
48888,.208,1.47
48894,.225,.348
48906,-.355,1.41
48910,-.142,-.135
48911,-.273,-.683
48912,-.566,-.626
48917,-.664,.513
48933,-.663,-.568
49001,-.354,.0744
49002,-.795,-.549
49006,-.248,-.41
49007,-.5,-.297
49008,-.466,-.128
49009,-.258,-.125
49010,-.449,.322
49014,-.298,-.0239
49015,-.196,.351
49017,-.413,.459
49022,-.549,-.168
49024,-.671,.112
49037,-.132,.771
49048,-.835,1.47
49058,-.444,.685
49068,-.419,.445
49071,-.133,.539
49075,.153,-.191
49078,-.141,.33
49079,-.629,.0497
49080,-.789,-.21
49083,-.095,.815
49085,-.692,-.444
49088,.386,.696
49090,-.595,.118
49091,-.657,-.482
49093,-.721,-.751
49106,-.657,-.235
49117,-.682,-.493
49120,-.542,-.556
49127,-.331,.851
49201,-.716,1.17
49202,-.589,.427
49203,-.718,.00119
49221,-.554,-.103
49230,-.365,.402
49270,.128,.56
49286,-.75,-.0765
49301,-.415,.22
49306,-.506,-.433
49315,-.416,.605
49316,-.554,-.443
49321,-.8,-.572
49328,-.118,1.47
49331,-.511,-.176
49341,-.543,.621
49345,-.697,-.568
49348,-.577,.137
49401,-.0444,1.25
49412,-.161,.361
49417,-.697,-.293
49418,-.799,.16
49423,-.465,.0416
49424,-.611,-.244
49426,-.458,-.502
49428,-.137,-.0702
49431,-.836,.468
49441,-.438,.385
49442,-.652,-.59
49444,-.769,-.173
49445,-.466,.0653
49456,-.665,.403
49464,-.298,-.629
49503,-.383,-.32
49504,-.433,-.251
49507,-.462,-.628
49508,-.466,.123
49509,-.481,-.465
49512,-.711,-.265
49519,-.537,-.334
49525,-.32,-.0685
49534,-.508,-.246
49544,-.691,-.271
49546,-.74,-.444
49548,-.379,-.318
49601,-.406,-.181
49615,-.109,.275
49636,-.0335,-.351
49649,-.889,-.262
49653,.386,-.245
49682,.248,-.697
49684,-.462,.0692
49686,-.0177,.255
49689,-.764,-.212
49707,-.284,.22
49774,-.844,-.195
49781,-.81,.0139
49783,-.826,-.399
49801,-.291,1.37
49802,-.144,1.33
49829,-.855,-.869
49855,-.312,-.0289
49858,.386,1.47
49866,-.23,.567
49870,-.381,.812
50003,-.0823,-.862
50009,-.433,.0377
50010,-.13,.154
50014,-.453,.179
50021,-.202,-.122
50023,-.505,-.219
50036,-.638,-.911
50111,-.554,-.073
50112,-.357,-.345
50125,-.527,-.911
50131,-.19,.292
50138,.00367,-.113
50158,-.23,.711
50201,-.00267,.484
50208,-.523,-.735
50211,-.415,-.78
50219,-.553,-.089
50220,-.0197,-.911
50263,-.0395,-.821
50265,-.771,-.507
50266,-.85,-.345
50273,-.23,-.0462
50309,-.606,-.26
50310,-.574,-.216
50311,-.526,-.254
50312,-.219,.472
50313,-.35,-.347
50314,-.462,-.0835
50315,-.625,-.158
50316,-.681,.0546
50317,-.225,.135
50319,.195,.351
50320,-.432,-.107
50321,-.3,-.121
50322,-.6,-.374
50323,-.419,-.318
50324,-.273,-.284
50325,-.676,-.243
50401,-.524,.314
50428,-.123,.0569
50438,-.342,.488
50501,-.319,.847
50511,-.802,-.911
50595,.209,-.0223
50613,-.614,.194
50659,-.43,-.437
50701,-.212,.148
50702,-.471,.273
50703,-.361,.383
50707,-.288,.718
50801,-.48,.655
51101,-.341,-.266
51103,-.22,-.084
51104,.134,.584
51105,.098,-.527
51106,-.19,-.356
51108,-.313,-.718
51111,-.276,-.9
51247,-.16,-.231
51250,-.054,.00757
51301,-.285,-.865
51360,-.358,.307
51401,-.617,-.491
51501,-.382,-.0397
51503,-.475,-.106
52001,-.647,-.0116
52002,-.469,-.151
52003,-.577,.171
52040,-.472,-.544
52060,-.705,-.79
52101,-.485,-.911
52233,-.419,-.384
52240,-.466,.361
52241,-.355,.107
52242,-.948,-.253
52245,-.106,-.0847
52246,-.716,-.177
52302,-.591,.287
52317,-.736,-.0002
52353,-.151,-.27
52401,-.0707,.393
52402,-.703,-.0648
52403,-.0123,.171
52404,-.645,-.267
52405,-.456,.398
52501,-.261,-.256
52577,-.169,.595
52601,-.519,.0134
52632,-.572,-.911
52641,-.429,-.14
52655,-.594,-.013
52722,-.492,-.0636
52732,-.442,-.0241
52742,-.634,.14
52748,-.728,-.0662
52761,-.293,.813
52773,.054,1.17
52801,-.539,-.163
52802,.379,1.18
52803,-.57,-.42
52804,-.364,.0476
52806,-.358,.387
52807,-.67,-.31
53005,-.732,-.2
53007,-.0997,-.12
53012,-.446,.0566
53015,-.593,-.494
53018,-.701,-.435
53019,-.468,-.39
53022,-.405,-.401
53024,-.295,.172
53027,-.59,-.832
53029,.386,1.47
53037,-.796,1.47
53044,-.364,.0962
53045,-.881,-.154
53048,-.238,.785
53051,-.75,-.416
53066,-.787,-.392
53072,-.96,-.695
53073,-.556,-.00582
53074,-.362,.55
53075,-.554,.0708
53081,-.598,.244
53083,-.502,.328
53085,-.434,.0745
53089,-.815,-.602
53090,-.437,-.14
53092,-.531,.0164
53094,-.106,.522
53095,-.47,-.443
53108,-.487,-.809
53110,.386,.301
53115,-.441,.238
53121,-.124,-.264
53122,-.979,-.911
53125,.,-.634
53126,-.144,-.142
53128,-.45,.0943
53130,-.29,-.122
53132,-.527,-.111
53140,-.402,.733
53142,-.659,-.159
53144,-.347,.228
53146,-.809,-.146
53147,-.378,-.23
53149,-.532,-.129
53150,-.627,-.258
53151,-.558,-.539
53154,-.39,.144
53168,-.272,-.127
53177,-.291,-.0027
53182,-.339,-.182
53185,-.482,-.372
53186,-.545,-.119
53188,-.623,-.0615
53189,-.41,-.491
53190,-.605,-.428
53202,-.699,-.378
53203,-.725,-.425
53204,.,-.303
53207,-.633,-.328
53208,-.574,.167
53209,-.198,.118
53210,-.675,-.197
53211,-.704,-.187
53212,-.589,-.272
53213,-.365,.198
53214,-.314,-.0238
53215,-.206,.25
53216,-.825,.462
53217,-.345,.102
53218,-.398,.309
53219,-.334,.7
53220,-.619,.405
53221,-.346,-.127
53222,-.156,.325
53223,-.47,-.178
53224,-.228,.607
53225,.0396,.314
53226,-.746,-.111
53227,-.616,-.0719
53228,-.604,-.0425
53233,-.732,-.337
53235,-.442,-.163
53402,-.489,-.499
53403,-.129,-.0928
53404,.0845,.917
53405,.16,-.153
53406,-.578,-.113
53515,-.979,-.34
53520,-.416,.98
53527,-.91,-.173
53532,-.793,-.606
53534,-.309,-.0414
53536,-.171,.0829
53538,-.314,-.0443
53545,-.557,-.0886
53546,-.483,-.446
53548,-.581,-.462
53551,-.249,.32
53555,-.0767,-.25
53558,-.155,-.127
53562,-.718,-.34
53563,-.0188,-.229
53566,-.188,-.289
53572,-.979,-.651
53575,-.678,-.226
53578,-.25,.268
53589,-.655,-.316
53590,-.897,-.0782
53593,-.667,-.297
53597,-.787,-.415
53598,.386,.545
53703,-.875,-.353
53704,-.979,-.583
53705,-.978,-.809
53706,-.979,-.699
53711,-.711,-.244
53713,-.871,.275
53714,-.201,-.0198
53715,-.979,-.669
53716,-.67,-.25
53717,-.532,-.197
53718,-.323,-.159
53719,-.724,-.343
53726,-.979,-.693
53809,-.0949,-.0767
53813,.386,-.142
53818,-.551,-.131
53901,-.431,-.102
53913,-.636,.00849
53916,-.35,.667
53925,-.0511,.178
53959,-.512,-.179
53965,-.914,-.533
54001,-.506,.0229
54002,-.319,.0812
54016,-.203,.795
54017,-.277,.868
54020,-.507,.0695
54022,-.979,-.238
54024,-.288,.0276
54114,-.605,.25
54115,-.456,-.336
54130,-.391,.377
54136,-.668,-.547
54140,-.315,-.0523
54143,-.598,.647
54155,-.889,-.496
54157,-.371,.431
54166,-.865,1.47
54202,-.928,-.633
54217,-.746,-.722
54220,-.431,-.104
54234,.386,-.123
54235,-.324,.0194
54241,-.679,-.514
54301,-.347,-.254
54302,-.636,.218
54303,-.503,-.028
54304,-.5,-.424
54311,-.704,-.571
54313,-.824,-.657
54401,-.63,-.254
54403,-.692,-.107
54405,-.0517,.136
54449,-.297,-.00996
54452,-.444,-.466
54455,-.498,-.415
54456,-.00167,-.00235
54467,-.785,-.51
54476,-.62,-.246
54481,-.661,-.266
54482,-.616,-.026
54484,-.349,.
54487,-.929,-.448
54494,-.31,.289
54495,.,-.139
54501,-.48,.783
54521,-.572,-.375
54548,-.38,.205
54558,.,-.717
54601,-.527,-.316
54603,-.112,-.45
54612,-.0763,.452
54636,-.508,-.432
54650,-.427,-.0981
54665,-.722,-.712
54701,-.561,-.276
54703,-.42,-.124
54720,-.226,.171
54724,-.0917,-.0111
54729,-.292,.166
54740,.11,1.47
54751,-.0449,.678
54758,.0175,.822
54801,-.633,-.516
54806,-.223,.725
54837,.218,.899
54843,-.705,-.536
54859,-.437,.656
54868,-.503,.0807
54872,-.123,-.257
54880,.131,.488
54901,-.725,-.808
54902,-.722,-.538
54904,-.677,-.687
54911,-.391,.493
54913,-.666,-.209
54914,-.616,-.45
54915,-.804,-.508
54923,.,.0328
54929,-.591,-.359
54935,-.311,.296
54937,-.629,-.181
54942,-.759,-.516
54952,-.539,.0363
54956,-.445,-.0267
54961,-.49,.0651
54971,-.307,-.133
54981,-.175,.219
54982,-.259,.254
55008,-.135,.0932
55011,-.381,.166
55012,-.397,-.105
55013,-.399,-.274
55014,-.349,.14
55016,.386,.707
55021,-.509,-.289
55024,-.53,-.528
55025,-.48,-.0929
55033,-.221,.243
55038,-.213,-.142
55040,.00127,-.0842
55042,-.778,-.293
55044,-.381,-.189
55045,.386,.00523
55055,-.644,-.438
55056,-.691,.0118
55057,.0647,-.0506
55060,-.231,.0192
55063,-.0146,.586
55066,-.496,.0545
55068,-.529,-.0812
55070,-.0293,.986
55075,-.284,-.0177
55076,-.0195,.129
55077,-.22,-.593
55079,-.412,.0364
55082,-.548,-.36
55101,-.523,-.138
55102,-.622,-.453
55103,-.552,.396
55104,-.618,-.467
55105,-.613,-.2
55106,-.587,-.219
55107,-.145,.319
55108,-.223,-.409
55109,-.656,.194
55110,-.561,-.0759
55112,-.521,-.384
55113,-.361,-.106
55114,-.674,-.36
55115,-.433,-.0287
55116,-.495,-.122
55117,-.149,.139
55118,-.444,-.332
55119,.201,.561
55120,-.181,.124
55121,-.308,-.192
55122,-.251,.201
55123,-.0733,.171
55124,-.552,-.37
55125,-.595,-.302
55126,-.692,-.464
55127,-.383,-.119
55128,-.219,-.153
55129,-.296,-.587
55130,-.623,.523
55155,-.794,-.27
55301,-.704,.0133
55303,-.362,.541
55304,-.227,.16
55305,-.817,-.549
55306,-.212,.0889
55309,-.023,.244
55311,-.355,-.282
55313,-.354,.322
55315,-.488,-.235
55316,-.529,-.333
55317,-.395,-.181
55318,-.37,-.237
55328,-.591,-.11
55330,-.18,.0291
55331,-.635,-.38
55336,-.428,.0765
55337,-.313,-.0667
55340,-.0703,-.377
55343,-.569,-.413
55344,-.642,-.291
55345,-.468,-.373
55346,-.324,-.0251
55347,-.357,-.152
55349,-.39,.0119
55350,-.286,.329
55352,-.286,-.372
55356,.124,.339
55357,.275,.398
55362,-.632,-.265
55364,-.333,-.136
55369,-.491,-.234
55371,-.311,.0461
55372,-.244,.101
55374,-.471,-.04
55375,-.739,-.0308
55376,.0497,.267
55378,-.596,-.455
55379,-.266,-.151
55386,-.72,-.704
55387,-.105,-.129
55391,-.64,-.265
55398,-.264,-.142
55401,-.574,-.0857
55402,-.353,.0524
55403,-.79,-.623
55404,-.513,-.196
55405,-.176,.349
55406,-.596,-.407
55407,-.685,-.589
55408,-.52,.000417
55410,-.24,-.567
55411,-.33,-.394
55412,-.201,-.535
55413,-.345,.0838
55414,.386,-.223
55415,-.155,.193
55416,-.541,-.189
55417,-.138,.191
55418,-.463,.047
55419,-.57,-.423
55420,-.0287,.163
55421,-.624,-.32
55422,-.201,.501
55423,-.462,-.044
55424,-.584,-.325
55426,-.356,-.294
55427,-.254,-.0801
55428,-.31,.311
55429,-.47,.141
55430,-.682,-.115
55431,-.31,.12
55432,-.133,.482
55433,.386,.774
55434,-.348,.24
55435,-.548,-.0928
55436,-.35,.0134
55437,-.28,-.446
55438,-.282,-.245
55439,-.421,-.458
55441,-.239,.424
55442,-.844,-.822
55443,-.375,.0112
55445,-.503,.364
55446,-.761,-.528
55447,-.157,.925
55448,-.178,.118
55449,-.589,-.0218
55454,-.384,-.119
55455,-.268,-.717
55604,-.189,-.356
55612,-.979,-.173
55616,-.979,-.183
55708,-.904,.0668
55720,-.0997,.235
55734,.0463,.46
55744,-.0915,.594
55746,-.417,.251
55760,-.487,.324
55792,-.208,.424
55802,-.413,-.036
55803,.0963,.363
55805,-.597,.305
55806,-.082,.0081
55807,-.383,-.142
55810,-.0553,.441
55811,-.455,.141
55901,-.605,.26
55902,-.621,-.0521
55904,-.5,.145
55905,-.117,.0896
55906,-.194,.399
55920,.181,.885
55940,-.525,.0485
55976,.386,.85
55987,-.234,-.332
56001,-.516,-.0146
56003,-.364,.45
56007,.386,-.911
56011,-.177,-.243
56031,.24,-.911
56057,-.746,-.0482
56058,-.743,-.591
56063,-.279,.231
56071,-.172,-.0153
56073,-.582,-.618
56074,-.0557,.439
56082,-.615,.27
56093,-.142,.622
56201,-.0132,1.47
56241,-.64,-.447
56258,-.285,.746
56283,-.477,-.911
56301,-.297,.214
56303,-.131,.724
56304,-.901,-.911
56308,-.664,-.104
56320,-.121,.31
56342,-.182,.0025
56345,-.597,-.59
56353,-.235,.0566
56362,-.648,-.384
56364,.0414,-.176
56374,-.644,-.252
56377,-.534,-.0546
56378,-.597,.204
56379,-.152,-.846
56387,-.67,.143
56401,.0571,.895
56425,-.187,.844
56442,.291,1.47
56472,-.113,.507
56474,-.241,-.0265
56484,.161,.524
56501,-.8,.862
56537,-.621,-.375
56560,-.439,-.136
56573,-.333,-.294
56601,-.254,.504
56721,-.883,-.024
57005,-.376,.254
57006,-.271,.0425
57013,-.306,.53
57032,-.169,-.536
57033,.197,.188
57042,-.115,1.05
57064,-.188,.0178
57078,-.344,.44
57103,-.438,-.207
57104,-.348,.0512
57105,-.566,-.0774
57106,-.137,.269
57107,-.0504,.0282
57108,-.227,.0885
57110,.386,.257
57201,-.287,-.503
57274,-.835,-.288
57301,.386,.0793
57325,.174,1.47
57350,-.838,.74
57401,.068,.00739
57701,-.253,-.191
57702,-.322,.0791
57703,.306,.555
58072,-.405,-.772
58075,-.386,-.911
58078,-.0169,-.446
58102,-.239,-.347
58103,-.387,-.148
58104,-.335,.168
58201,-.313,-.29
58203,.0794,-.0253
58501,-.0496,1.47
58503,-.172,1.17
58504,-.274,.988
58554,-.124,1.47
58701,.355,.222
58703,-.491,-.47
58763,-.763,-.539
58801,-.455,.0749
59044,-.604,-.0587
59047,-.179,.0626
59101,-.38,.012
59102,-.364,.077
59105,-.513,-.343
59106,-.445,.14
59401,-.275,.297
59404,-.622,.132
59405,-.521,.246
59442,-.822,-.285
59501,-.247,-.105
59601,.0243,.12
59602,-.501,-.911
59648,-.979,-.525
59701,-.819,-.435
59711,-.827,.0928
59714,-.61,-.326
59715,-.302,.209
59718,-.396,-.21
59758,-.979,-.0894
59801,-.475,.0819
59802,-.533,.715
59803,-.786,-.133
59804,-.584,-.377
59808,-.377,-.124
59840,-.0337,-.0446
59859,-.714,-.326
59860,-.544,-.0443
59870,-.396,-.405
59875,.386,.239
59901,-.377,.0713
59911,-.643,-.112
59912,-.519,-.318
59917,-.595,-.137
59923,-.221,.418
59936,-.919,-.656
59937,.0329,.293
60002,-.562,-.0333
60004,-.578,-.0593
60005,-.727,-.432
60007,-.574,-.5
60008,-.496,-.266
60010,-.553,-.426
60012,.198,-.387
60013,-.49,-.613
60014,-.383,-.377
60015,-.665,-.32
60016,-.688,-.482
60018,.266,.712
60020,-.438,-.311
60021,-.633,-.449
60025,-.539,-.488
60026,-.962,-.513
60030,-.744,-.778
60031,-.826,-.481
60033,-.339,-.0234
60034,-.671,-.08
60035,-.35,-.623
60040,-.55,-.324
60041,-.725,-.456
60044,.172,.383
60045,-.314,.02
60046,-.539,-.346
60047,-.513,.0884
60048,-.566,-.291
60050,-.604,-.596
60051,-.222,-.791
60053,-.59,-.237
60056,-.605,.201
60060,-.808,-.402
60061,-.399,-.185
60062,-.39,-.236
60064,-.0844,-.0282
60067,-.659,.0375
60068,-.571,-.354
60069,-.572,.107
60073,-.63,-.0141
60074,-.604,-.601
60076,-.543,-.245
60077,-.724,-.182
60083,.0763,-.0487
60084,-.508,.0941
60085,-.632,-.222
60087,-.408,-.0688
60089,-.612,-.247
60090,-.303,-.253
60091,-.349,-.281
60093,-.497,.375
60096,-.933,.501
60098,-.529,-.319
60099,-.378,.277
60101,-.526,-.535
60102,-.33,-.233
60103,-.484,-.338
60104,-.498,-.228
60106,-.501,-.78
60107,-.801,-.344
60108,-.511,-.911
60110,-.319,.598
60115,-.42,-.486
60118,-.853,.142
60119,.167,.0852
60120,-.62,-.256
60123,-.465,-.0642
60126,-.392,-.309
60130,-.609,-.351
60131,-.38,.0225
60133,-.00147,.14
60134,-.731,-.313
60135,-.245,-.679
60137,-.335,1.47
60139,-.346,-.146
60140,-.338,-.0681
60142,-.609,-.431
60143,-.777,-.747
60148,-.764,-.468
60153,-.405,-.246
60156,-.501,-.609
60160,-.605,-.154
60162,-.219,-.142
60164,-.476,-.828
60165,-.665,-.672
60169,-.668,-.4
60171,-.533,-.45
60172,-.65,-.756
60173,-.653,-.165
60174,-.811,-.285
60176,-.454,-.619
60177,-.555,-.29
60178,-.445,-.314
60181,-.474,-.528
60185,-.538,.0115
60187,-.673,-.583
60188,-.52,-.715
60189,-.248,-.639
60190,-.458,-.656
60191,-.603,-.49
60192,-.455,-.34
60193,-.589,-.263
60194,-.459,-.228
60195,-.569,.117
60201,-.55,-.347
60202,-.393,.305
60301,-.543,-.256
60302,-.601,.586
60304,-.451,-.0894
60305,-.421,-.359
60402,-.823,-.464
60403,-.532,.255
60404,-.336,.0278
60406,-.463,-.259
60409,-.756,.321
60410,-.0523,.634
60411,-.443,-.295
60415,.,.542
60416,-.572,-.0627
60419,-.16,-.0106
60422,.,-.597
60423,-.673,-.288
60425,.0693,1.47
60426,-.543,-.182
60429,-.571,-.527
60430,-.72,-.0932
60431,-.921,-.379
60432,-.326,.383
60435,-.62,-.0652
60436,-.601,-.112
60438,-.34,-.165
60439,-.655,-.454
60440,-.603,.0844
60441,-.456,-.00117
60443,-.711,-.271
60445,-.421,.343
60446,-.513,.047
60447,-.298,.122
60448,-.437,-.00418
60449,-.408,-.428
60450,-.687,-.812
60451,-.58,-.0825
60452,-.662,-.225
60453,-.739,.134
60455,-.284,-.368
60457,-.772,-.401
60458,-.097,-.436
60459,-.504,-.00408
60461,-.749,-.244
60462,-.818,-.361
60463,-.721,-.218
60465,-.527,-.75
60467,-.585,-.36
60473,-.745,-.397
60475,-.517,-.295
60477,-.623,-.382
60478,-.741,.161
60481,-.348,-.166
60482,-.389,-.483
60484,.208,.675
60487,-.331,.152
60490,.,.549
60491,-.547,-.0985
60501,-.115,1.08
60502,-.475,.15
60503,-.667,-.263
60504,-.438,-.109
60505,-.206,.366
60506,-.732,-.526
60510,.323,.609
60513,-.66,-.249
60514,-.622,.105
60515,-.892,-.739
60516,-.844,-.911
60517,-.495,-.856
60521,-.414,-.258
60523,-.657,-.677
60525,-.594,-.512
60526,.386,.284
60527,-.546,-.769
60532,-.462,-.558
60538,-.589,-.693
60540,-.546,-.0742
60542,-.827,-.329
60543,-.632,-.52
60544,-.619,-.209
60545,-.294,-.244
60546,-.893,-.156
60548,-.571,-.684
60554,-.229,-.0463
60555,-.629,-.482
60558,-.459,-.749
60559,-.531,-.571
60560,-.612,.151
60561,-.675,-.903
60563,-.207,-.0544
60564,-.513,-.08
60585,-.143,.175
60586,-.518,.0835
60601,-.42,-.26
60602,-.35,-.329
60603,-.744,-.576
60604,-.565,-.105
60605,-.905,-.676
60606,-.346,.639
60607,-.322,-.0028
60608,-.558,-.269
60609,-.507,-.169
60610,-.427,-.673
60611,-.794,-.559
60612,-.397,-.0902
60613,-.743,-.435
60614,-.784,-.629
60615,-.49,-.586
60616,-.898,-.491
60617,-.512,-.107
60618,-.423,-.162
60619,-.635,-.264
60620,-.587,-.197
60621,-.9,-.385
60622,-.744,-.46
60623,-.477,.0645
60624,-.339,.551
60625,-.641,-.392
60626,-.492,-.131
60628,-.428,.608
60629,-.357,.669
60630,-.481,.143
60631,-.611,-.734
60632,-.47,.0178
60633,-.649,-.451
60634,-.641,-.445
60636,-.204,1.47
60637,-.545,.653
60638,-.638,-.501
60639,-.516,-.586
60640,-.618,-.309
60641,-.638,-.351
60642,-.625,-.59
60643,-.572,-.327
60644,-.185,-.322
60645,-.555,-.617
60646,-.56,-.33
60647,-.621,-.27
60649,-.34,-.245
60651,-.424,-.0508
60652,-.872,.582
60654,-.759,-.655
60655,-.532,.338
60656,-.776,-.282
60657,-.899,-.512
60659,-.594,-.126
60660,-.502,-.038
60661,-.875,-.901
60706,-.717,-.571
60707,-.433,.183
60712,-.713,.0245
60714,-.87,-.505
60803,-.326,-.209
60804,-.591,-.0462
60805,-.555,-.112
60901,-.424,.224
60914,-.767,-.422
60915,-.85,-.23
60940,-.0657,-.145
60942,-.322,-.154
60950,-.564,.504
61008,-.727,-.497
61010,-.481,-.424
61016,-.249,-.5
61025,-.302,-.176
61032,.32,.908
